item_id,location_id,period,quantity
ITM0011,LOC018,2026-09,407
ITM0011,LOC018,2026-10,348
ITM0011,LOC018,2026-11,304
ITM0011,LOC018,2026-12,87
ITM0011,LOC006,2026-01,334
ITM0011,LOC006,2026-02,204
ITM0011,LOC006,2026-03,318
ITM0011,LOC006,2026-04,269
ITM0011,LOC006,2026-05,389
ITM0011,LOC006,2026-06,245
ITM0011,LOC006,2026-07,166
ITM0011,LOC006,2026-08,193
ITM0011,LOC006,2026-09,462
ITM0011,LOC006,2026-10,397
ITM0011,LOC006,2026-11,204
ITM0011,LOC006,2026-12,66
ITM0012,LOC008,2026-01,267
ITM0012,LOC008,2026-02,286
ITM0012,LOC008,2026-03,364
ITM0012,LOC008,2026-04,273
ITM0012,LOC008,2026-05,256
ITM0012,LOC008,2026-06,352
ITM0012,LOC008,2026-07,516
ITM0012,LOC008,2026-08,259
ITM0012,LOC008,2026-09,387
ITM0012,LOC008,2026-10,532
ITM0012,LOC008,2026-11,398
ITM0012,LOC008,2026-12,150
ITM0012,LOC013,2026-01,247
ITM0012,LOC013,2026-02,207
ITM0012,LOC013,2026-03,198
ITM0012,LOC013,2026-04,384
ITM0012,LOC013,2026-05,421
ITM0012,LOC013,2026-06,130
ITM0012,LOC013,2026-07,238
ITM0012,LOC013,2026-08,217
ITM0012,LOC013,2026-09,300
ITM0012,LOC013,2026-10,419
ITM0012,LOC013,2026-11,204
ITM0012,LOC013,2026-12,405
ITM0012,LOC007,2026-01,304
ITM0012,LOC007,2026-02,309
ITM0012,LOC007,2026-03,433
ITM0012,LOC007,2026-04,288
ITM0012,LOC007,2026-05,142
ITM0012,LOC007,2026-06,354
ITM0012,LOC007,2026-07,395
ITM0012,LOC007,2026-08,92
ITM0012,LOC007,2026-09,345
ITM0012,LOC007,2026-10,187
ITM0012,LOC007,2026-11,403
ITM0012,LOC007,2026-12,346
ITM0012,LOC014,2026-01,156
ITM0012,LOC014,2026-02,461
ITM0012,LOC014,2026-03,124
ITM0012,LOC014,2026-04,295
ITM0012,LOC014,2026-05,361
ITM0012,LOC014,2026-06,316
ITM0012,LOC014,2026-07,391
ITM0012,LOC014,2026-08,251
ITM0012,LOC014,2026-09,290
ITM0012,LOC014,2026-10,251
ITM0012,LOC014,2026-11,303
ITM0012,LOC014,2026-12,45
ITM0012,LOC018,2026-01,179
ITM0012,LOC018,2026-02,127
ITM0012,LOC018,2026-03,343
ITM0012,LOC018,2026-04,307
ITM0012,LOC018,2026-05,161
ITM0012,LOC018,2026-06,178
ITM0012,LOC018,2026-07,349
ITM0012,LOC018,2026-08,340
ITM0012,LOC018,2026-09,374
ITM0012,LOC018,2026-10,234
ITM0012,LOC018,2026-11,379
ITM0012,LOC018,2026-12,101
ITM0012,LOC003,2026-01,225
ITM0012,LOC003,2026-02,123
ITM0012,LOC003,2026-03,340
ITM0012,LOC003,2026-04,523
ITM0012,LOC003,2026-05,229
ITM0012,LOC003,2026-06,241
ITM0012,LOC003,2026-07,225
ITM0012,LOC003,2026-08,447
ITM0012,LOC003,2026-09,409
ITM0012,LOC003,2026-10,225
ITM0012,LOC003,2026-11,291
ITM0012,LOC003,2026-12,609
ITM0013,LOC016,2026-01,286
ITM0013,LOC016,2026-02,329
ITM0013,LOC016,2026-03,329
ITM0013,LOC016,2026-04,364
ITM0013,LOC016,2026-05,466
ITM0013,LOC016,2026-06,229
ITM0013,LOC016,2026-07,357
ITM0013,LOC016,2026-08,255
ITM0013,LOC016,2026-09,312
ITM0013,LOC016,2026-10,242
ITM0013,LOC016,2026-11,132
ITM0013,LOC016,2026-12,267
ITM0013,LOC007,2026-01,144
ITM0013,LOC007,2026-02,488
ITM0013,LOC007,2026-03,151
ITM0013,LOC007,2026-04,246
ITM0013,LOC007,2026-05,341
ITM0013,LOC007,2026-06,262
ITM0013,LOC007,2026-07,469
ITM0013,LOC007,2026-08,292
ITM0013,LOC007,2026-09,131
ITM0013,LOC007,2026-10,432
ITM0013,LOC007,2026-11,266
ITM0013,LOC007,2026-12,664
ITM0013,LOC009,2026-01,199
ITM0013,LOC009,2026-02,247
ITM0013,LOC009,2026-03,311
ITM0013,LOC009,2026-04,170
ITM0013,LOC009,2026-05,387
ITM0013,LOC009,2026-06,477
ITM0013,LOC009,2026-07,512
ITM0013,LOC009,2026-08,366
ITM0013,LOC009,2026-09,296
ITM0013,LOC009,2026-10,471
ITM0013,LOC009,2026-11,458
ITM0013,LOC009,2026-12,284
ITM0013,LOC010,2026-01,246
ITM0013,LOC010,2026-02,210
ITM0013,LOC010,2026-03,331
ITM0013,LOC010,2026-04,300
ITM0013,LOC010,2026-05,398
ITM0013,LOC010,2026-06,433
ITM0013,LOC010,2026-07,168
ITM0013,LOC010,2026-08,359
ITM0013,LOC010,2026-09,350
ITM0013,LOC010,2026-10,261
ITM0013,LOC010,2026-11,324
ITM0013,LOC010,2026-12,472
ITM0013,LOC018,2026-01,308
ITM0013,LOC018,2026-02,301
ITM0013,LOC018,2026-03,265
ITM0013,LOC018,2026-04,344
ITM0013,LOC018,2026-05,246
ITM0013,LOC018,2026-06,366
ITM0013,LOC018,2026-07,161
ITM0013,LOC018,2026-08,219
ITM0013,LOC018,2026-09,347
ITM0013,LOC018,2026-10,460
ITM0013,LOC018,2026-11,236
ITM0013,LOC018,2026-12,310
ITM0013,LOC004,2026-01,382
ITM0013,LOC004,2026-02,265
ITM0013,LOC004,2026-03,331
ITM0013,LOC004,2026-04,343
ITM0013,LOC004,2026-05,143
ITM0013,LOC004,2026-06,114
ITM0013,LOC004,2026-07,324
ITM0013,LOC004,2026-08,180
ITM0013,LOC004,2026-09,298
ITM0013,LOC004,2026-10,318
ITM0013,LOC004,2026-11,205
ITM0013,LOC004,2026-12,178
ITM0014,LOC012,2026-01,442
ITM0014,LOC012,2026-02,340
ITM0014,LOC012,2026-03,226
ITM0014,LOC012,2026-04,349
ITM0014,LOC012,2026-05,494
ITM0014,LOC012,2026-06,374
ITM0014,LOC012,2026-07,451
ITM0014,LOC012,2026-08,311
ITM0014,LOC012,2026-09,361
ITM0014,LOC012,2026-10,275
ITM0014,LOC012,2026-11,351
ITM0014,LOC012,2026-12,456
ITM0014,LOC015,2026-01,128
ITM0014,LOC015,2026-02,292
ITM0014,LOC015,2026-03,328
ITM0014,LOC015,2026-04,231
ITM0014,LOC015,2026-05,263
ITM0014,LOC015,2026-06,394
ITM0014,LOC015,2026-07,540
ITM0014,LOC015,2026-08,375
ITM0014,LOC015,2026-09,339
ITM0014,LOC015,2026-10,113
ITM0014,LOC015,2026-11,531
ITM0014,LOC015,2026-12,309
ITM0014,LOC016,2026-01,295
ITM0014,LOC016,2026-02,165
ITM0014,LOC016,2026-03,293
ITM0014,LOC016,2026-04,168
ITM0014,LOC016,2026-05,308
ITM0014,LOC016,2026-06,355
ITM0014,LOC016,2026-07,303
ITM0014,LOC016,2026-08,333
ITM0014,LOC016,2026-09,197
ITM0014,LOC016,2026-10,471
ITM0014,LOC016,2026-11,221
ITM0014,LOC016,2026-12,81
ITM0014,LOC004,2026-01,277
ITM0014,LOC004,2026-02,208
ITM0014,LOC004,2026-03,178
ITM0014,LOC004,2026-04,257
ITM0014,LOC004,2026-05,334
ITM0014,LOC004,2026-06,158
ITM0014,LOC004,2026-07,283
ITM0014,LOC004,2026-08,471
ITM0014,LOC004,2026-09,381
ITM0014,LOC004,2026-10,281
ITM0014,LOC004,2026-11,315
ITM0014,LOC004,2026-12,285
ITM0014,LOC003,2026-01,294
ITM0014,LOC003,2026-02,387
ITM0014,LOC003,2026-03,288
ITM0014,LOC003,2026-04,11
ITM0014,LOC003,2026-05,297
ITM0014,LOC003,2026-06,193
ITM0014,LOC003,2026-07,378
ITM0014,LOC003,2026-08,226
ITM0014,LOC003,2026-09,317
ITM0014,LOC003,2026-10,561
ITM0014,LOC003,2026-11,174
ITM0014,LOC003,2026-12,165
ITM0014,LOC001,2026-01,130
ITM0014,LOC001,2026-02,12
ITM0014,LOC001,2026-03,74
ITM0014,LOC001,2026-04,343
ITM0014,LOC001,2026-05,223
ITM0014,LOC001,2026-06,75
ITM0014,LOC001,2026-07,122
ITM0014,LOC001,2026-08,374
ITM0014,LOC001,2026-09,206
ITM0014,LOC001,2026-10,255
ITM0014,LOC001,2026-11,339
ITM0014,LOC001,2026-12,462
ITM0015,LOC003,2026-01,516
ITM0015,LOC003,2026-02,471
ITM0015,LOC003,2026-03,262
ITM0015,LOC003,2026-04,354
ITM0015,LOC003,2026-05,334
ITM0015,LOC003,2026-06,306
ITM0015,LOC003,2026-07,239
ITM0015,LOC003,2026-08,140
ITM0015,LOC003,2026-09,235
ITM0015,LOC003,2026-10,114
ITM0015,LOC003,2026-11,446
ITM0015,LOC003,2026-12,364
ITM0015,LOC006,2026-01,155
ITM0015,LOC006,2026-02,467
ITM0015,LOC006,2026-03,407
ITM0015,LOC006,2026-04,70
ITM0015,LOC006,2026-05,520
ITM0015,LOC006,2026-06,397
ITM0015,LOC006,2026-07,547
ITM0015,LOC006,2026-08,152
ITM0015,LOC006,2026-09,363
ITM0015,LOC006,2026-10,350
ITM0015,LOC006,2026-11,324
ITM0015,LOC006,2026-12,320
ITM0015,LOC005,2026-01,426
ITM0015,LOC005,2026-02,120
ITM0015,LOC005,2026-03,150
ITM0015,LOC005,2026-04,132
ITM0015,LOC005,2026-05,233
ITM0015,LOC005,2026-06,227
ITM0015,LOC005,2026-07,344
ITM0015,LOC005,2026-08,331
ITM0015,LOC005,2026-09,303
ITM0015,LOC005,2026-10,218
ITM0015,LOC005,2026-11,246
ITM0015,LOC005,2026-12,414
ITM0015,LOC001,2026-01,391
ITM0015,LOC001,2026-02,312
ITM0015,LOC001,2026-03,261
ITM0015,LOC001,2026-04,486
ITM0015,LOC001,2026-05,228
ITM0015,LOC001,2026-06,377
ITM0015,LOC001,2026-07,438
ITM0015,LOC001,2026-08,268
ITM0015,LOC001,2026-09,399
ITM0015,LOC001,2026-10,166
ITM0015,LOC001,2026-11,421
ITM0015,LOC001,2026-12,323
ITM0015,LOC015,2026-01,109
ITM0015,LOC015,2026-02,380
ITM0015,LOC015,2026-03,192
ITM0015,LOC015,2026-04,453
ITM0015,LOC015,2026-05,218
ITM0015,LOC015,2026-06,280
ITM0015,LOC015,2026-07,333
ITM0015,LOC015,2026-08,260
ITM0015,LOC015,2026-09,331
ITM0015,LOC015,2026-10,233
ITM0015,LOC015,2026-11,380
ITM0015,LOC015,2026-12,300
ITM0015,LOC002,2026-01,325
ITM0015,LOC002,2026-02,0
ITM0015,LOC002,2026-03,439
ITM0015,LOC002,2026-04,303
ITM0015,LOC002,2026-05,86
ITM0015,LOC002,2026-06,311
ITM0015,LOC002,2026-07,356
ITM0015,LOC002,2026-08,428
ITM0015,LOC002,2026-09,170
ITM0015,LOC002,2026-10,485
ITM0015,LOC002,2026-11,280
ITM0015,LOC002,2026-12,587
ITM0016,LOC010,2026-01,489
ITM0016,LOC010,2026-02,223
ITM0016,LOC010,2026-03,0
ITM0016,LOC010,2026-04,322
ITM0016,LOC010,2026-05,247
ITM0016,LOC010,2026-06,278
ITM0016,LOC010,2026-07,275
ITM0016,LOC010,2026-08,347
ITM0016,LOC010,2026-09,527
ITM0016,LOC010,2026-10,190
ITM0016,LOC010,2026-11,296
ITM0016,LOC010,2026-12,174
ITM0016,LOC007,2026-01,229
ITM0016,LOC007,2026-02,208
ITM0016,LOC007,2026-03,258
ITM0016,LOC007,2026-04,419
ITM0016,LOC007,2026-05,229
ITM0016,LOC007,2026-06,279
ITM0016,LOC007,2026-07,468
ITM0016,LOC007,2026-08,281
ITM0016,LOC007,2026-09,358
ITM0016,LOC007,2026-10,278
ITM0016,LOC007,2026-11,147
ITM0016,LOC007,2026-12,197
ITM0016,LOC008,2026-01,275
ITM0016,LOC008,2026-02,280
ITM0016,LOC008,2026-03,172
ITM0016,LOC008,2026-04,228
ITM0016,LOC008,2026-05,388
ITM0016,LOC008,2026-06,203
ITM0016,LOC008,2026-07,199
ITM0016,LOC008,2026-08,264
ITM0016,LOC008,2026-09,121
ITM0016,LOC008,2026-10,342
ITM0016,LOC008,2026-11,296
ITM0016,LOC008,2026-12,386
ITM0016,LOC016,2026-01,213
ITM0016,LOC016,2026-02,448
ITM0016,LOC016,2026-03,252
ITM0016,LOC016,2026-04,165
ITM0016,LOC016,2026-05,277
ITM0016,LOC016,2026-06,499
ITM0016,LOC016,2026-07,376
ITM0016,LOC016,2026-08,152
ITM0016,LOC016,2026-09,245
ITM0016,LOC016,2026-10,0
ITM0016,LOC016,2026-11,272
ITM0016,LOC016,2026-12,139
ITM0016,LOC003,2026-01,248
ITM0016,LOC003,2026-02,371
ITM0016,LOC003,2026-03,389
ITM0016,LOC003,2026-04,274
ITM0016,LOC003,2026-05,674
ITM0016,LOC003,2026-06,191
ITM0016,LOC003,2026-07,389
ITM0016,LOC003,2026-08,451
ITM0016,LOC003,2026-09,323
ITM0016,LOC003,2026-10,364
ITM0016,LOC003,2026-11,360
ITM0016,LOC003,2026-12,381
ITM0016,LOC002,2026-01,271
ITM0016,LOC002,2026-02,391
ITM0016,LOC002,2026-03,504
ITM0016,LOC002,2026-04,467
ITM0016,LOC002,2026-05,251
ITM0016,LOC002,2026-06,545
ITM0016,LOC002,2026-07,281
ITM0016,LOC002,2026-08,304
ITM0016,LOC002,2026-09,378
ITM0016,LOC002,2026-10,198
ITM0016,LOC002,2026-11,358
ITM0016,LOC002,2026-12,632
ITM0017,LOC010,2026-01,299
ITM0017,LOC010,2026-02,287
ITM0017,LOC010,2026-03,311
ITM0017,LOC010,2026-04,534
ITM0017,LOC010,2026-05,251
ITM0017,LOC010,2026-06,147
ITM0017,LOC010,2026-07,160
ITM0017,LOC010,2026-08,114
ITM0017,LOC010,2026-09,213
ITM0017,LOC010,2026-10,148
ITM0017,LOC010,2026-11,423
ITM0017,LOC010,2026-12,180
ITM0017,LOC015,2026-01,225
ITM0017,LOC015,2026-02,256
ITM0017,LOC015,2026-03,325
ITM0017,LOC015,2026-04,356
ITM0017,LOC015,2026-05,215
ITM0017,LOC015,2026-06,338
ITM0017,LOC015,2026-07,222
ITM0017,LOC015,2026-08,57
ITM0017,LOC015,2026-09,305
ITM0017,LOC015,2026-10,421
ITM0017,LOC015,2026-11,283
ITM0017,LOC015,2026-12,231
ITM0017,LOC001,2026-01,380
ITM0017,LOC001,2026-02,188
ITM0017,LOC001,2026-03,535
ITM0017,LOC001,2026-04,329
ITM0017,LOC001,2026-05,124
ITM0017,LOC001,2026-06,279
ITM0017,LOC001,2026-07,477
ITM0017,LOC001,2026-08,117
ITM0017,LOC001,2026-09,291
ITM0017,LOC001,2026-10,315
ITM0017,LOC001,2026-11,429
ITM0017,LOC001,2026-12,71
ITM0017,LOC003,2026-01,371
ITM0017,LOC003,2026-02,356
ITM0017,LOC003,2026-03,338
ITM0017,LOC003,2026-04,486
ITM0017,LOC003,2026-05,376
ITM0017,LOC003,2026-06,275
ITM0017,LOC003,2026-07,165
ITM0017,LOC003,2026-08,489
ITM0017,LOC003,2026-09,221
ITM0017,LOC003,2026-10,321
ITM0017,LOC003,2026-11,278
ITM0017,LOC003,2026-12,303
ITM0017,LOC005,2026-01,330
ITM0017,LOC005,2026-02,188
ITM0017,LOC005,2026-03,191
ITM0017,LOC005,2026-04,464
ITM0017,LOC005,2026-05,0
ITM0017,LOC005,2026-06,397
ITM0017,LOC005,2026-07,358
ITM0017,LOC005,2026-08,431
ITM0017,LOC005,2026-09,476
ITM0017,LOC005,2026-10,220
ITM0017,LOC005,2026-11,171
ITM0017,LOC005,2026-12,187
ITM0017,LOC018,2026-01,298
ITM0017,LOC018,2026-02,417
ITM0017,LOC018,2026-03,343
ITM0017,LOC018,2026-04,317
ITM0017,LOC018,2026-05,445
ITM0017,LOC018,2026-06,214
ITM0017,LOC018,2026-07,228
ITM0017,LOC018,2026-08,159
ITM0017,LOC018,2026-09,378
ITM0017,LOC018,2026-10,364
ITM0017,LOC018,2026-11,58
ITM0017,LOC018,2026-12,474
ITM0018,LOC008,2026-01,340
ITM0018,LOC008,2026-02,280
ITM0018,LOC008,2026-03,323
ITM0018,LOC008,2026-04,224
ITM0018,LOC008,2026-05,179
ITM0018,LOC008,2026-06,150
ITM0018,LOC008,2026-07,326
ITM0018,LOC008,2026-08,238
ITM0018,LOC008,2026-09,186
ITM0018,LOC008,2026-10,104
ITM0018,LOC008,2026-11,334
ITM0018,LOC008,2026-12,181
ITM0018,LOC013,2026-01,502
ITM0018,LOC013,2026-02,295
ITM0018,LOC013,2026-03,176
ITM0018,LOC013,2026-04,131
ITM0018,LOC013,2026-05,93
ITM0018,LOC013,2026-06,340
ITM0018,LOC013,2026-07,322
ITM0018,LOC013,2026-08,485
ITM0018,LOC013,2026-09,168
ITM0018,LOC013,2026-10,0
ITM0018,LOC013,2026-11,240
ITM0018,LOC013,2026-12,175
ITM0018,LOC015,2026-01,373
ITM0018,LOC015,2026-02,97
ITM0018,LOC015,2026-03,190
ITM0018,LOC015,2026-04,436
ITM0018,LOC015,2026-05,240
ITM0018,LOC015,2026-06,424
ITM0018,LOC015,2026-07,263
ITM0018,LOC015,2026-08,264
ITM0018,LOC015,2026-09,355
ITM0018,LOC015,2026-10,258
ITM0018,LOC015,2026-11,261
ITM0018,LOC015,2026-12,411
ITM0018,LOC004,2026-01,433
ITM0018,LOC004,2026-02,379
ITM0018,LOC004,2026-03,170
ITM0018,LOC004,2026-04,555
ITM0018,LOC004,2026-05,191
ITM0018,LOC004,2026-06,278
ITM0018,LOC004,2026-07,147
ITM0018,LOC004,2026-08,213
ITM0018,LOC004,2026-09,311
ITM0018,LOC004,2026-10,344
ITM0018,LOC004,2026-11,256
ITM0018,LOC004,2026-12,458
ITM0018,LOC003,2026-01,92
ITM0018,LOC003,2026-02,188
ITM0018,LOC003,2026-03,351
ITM0018,LOC003,2026-04,421
ITM0018,LOC003,2026-05,317
ITM0018,LOC003,2026-06,219
ITM0018,LOC003,2026-07,178
ITM0018,LOC003,2026-08,385
ITM0018,LOC003,2026-09,158
ITM0018,LOC003,2026-10,183
ITM0018,LOC003,2026-11,351
ITM0018,LOC003,2026-12,292
ITM0018,LOC014,2026-01,423
ITM0018,LOC014,2026-02,212
ITM0018,LOC014,2026-03,234
ITM0018,LOC014,2026-04,223
ITM0018,LOC014,2026-05,216
ITM0018,LOC014,2026-06,302
ITM0018,LOC014,2026-07,502
ITM0018,LOC014,2026-08,408
ITM0018,LOC014,2026-09,271
ITM0018,LOC014,2026-10,247
ITM0018,LOC014,2026-11,392
ITM0018,LOC014,2026-12,384
ITM0019,LOC005,2026-01,234
ITM0019,LOC005,2026-02,313
ITM0019,LOC005,2026-03,159
ITM0019,LOC005,2026-04,307
ITM0019,LOC005,2026-05,68
ITM0019,LOC005,2026-06,241
ITM0019,LOC005,2026-07,529
ITM0019,LOC005,2026-08,309
ITM0019,LOC005,2026-09,148
ITM0019,LOC005,2026-10,330
ITM0019,LOC005,2026-11,183
ITM0019,LOC005,2026-12,101
ITM0019,LOC016,2026-01,211
ITM0019,LOC016,2026-02,388
ITM0019,LOC016,2026-03,346
ITM0019,LOC016,2026-04,288
ITM0019,LOC016,2026-05,188
ITM0019,LOC016,2026-06,170
ITM0019,LOC016,2026-07,461
ITM0019,LOC016,2026-08,329
ITM0019,LOC016,2026-09,185
ITM0019,LOC016,2026-10,46
ITM0019,LOC016,2026-11,135
ITM0019,LOC016,2026-12,597
ITM0019,LOC017,2026-01,162
ITM0019,LOC017,2026-02,290
ITM0019,LOC017,2026-03,325
ITM0019,LOC017,2026-04,281
ITM0019,LOC017,2026-05,266
ITM0019,LOC017,2026-06,135
ITM0019,LOC017,2026-07,173
ITM0019,LOC017,2026-08,502
ITM0019,LOC017,2026-09,209
ITM0019,LOC017,2026-10,401
ITM0019,LOC017,2026-11,96
ITM0019,LOC017,2026-12,267
ITM0019,LOC009,2026-01,331
ITM0019,LOC009,2026-02,424
ITM0019,LOC009,2026-03,165
ITM0019,LOC009,2026-04,371
ITM0019,LOC009,2026-05,346
ITM0019,LOC009,2026-06,211
ITM0019,LOC009,2026-07,357
ITM0019,LOC009,2026-08,192
ITM0019,LOC009,2026-09,204
ITM0019,LOC009,2026-10,297
ITM0019,LOC009,2026-11,0
ITM0019,LOC009,2026-12,286
ITM0019,LOC001,2026-01,179
ITM0019,LOC001,2026-02,124
ITM0019,LOC001,2026-03,248
ITM0019,LOC001,2026-04,391
ITM0019,LOC001,2026-05,251
ITM0019,LOC001,2026-06,451
ITM0019,LOC001,2026-07,160
ITM0019,LOC001,2026-08,142
ITM0019,LOC001,2026-09,486
ITM0019,LOC001,2026-10,347
ITM0019,LOC001,2026-11,413
ITM0019,LOC001,2026-12,200
ITM0019,LOC008,2026-01,396
ITM0019,LOC008,2026-02,331
ITM0019,LOC008,2026-03,377
ITM0019,LOC008,2026-04,303
ITM0019,LOC008,2026-05,444
ITM0019,LOC008,2026-06,222
ITM0019,LOC008,2026-07,184
ITM0019,LOC008,2026-08,122
ITM0019,LOC008,2026-09,439
ITM0019,LOC008,2026-10,211
ITM0019,LOC008,2026-11,174
ITM0019,LOC008,2026-12,187
ITM0020,LOC003,2026-01,247
ITM0020,LOC003,2026-02,247
ITM0020,LOC003,2026-03,174
ITM0020,LOC003,2026-04,92
ITM0020,LOC003,2026-05,251
ITM0020,LOC003,2026-06,326
ITM0020,LOC003,2026-07,317
ITM0020,LOC003,2026-08,291
ITM0020,LOC003,2026-09,345
ITM0020,LOC003,2026-10,252
ITM0020,LOC003,2026-11,231
ITM0020,LOC003,2026-12,475
ITM0020,LOC007,2026-01,349
ITM0020,LOC007,2026-02,241
ITM0020,LOC007,2026-03,323
ITM0020,LOC007,2026-04,305
ITM0020,LOC007,2026-05,155
ITM0020,LOC007,2026-06,236
ITM0020,LOC007,2026-07,420
ITM0020,LOC007,2026-08,227
ITM0020,LOC007,2026-09,78
ITM0020,LOC007,2026-10,268
ITM0020,LOC007,2026-11,318
ITM0020,LOC007,2026-12,175
ITM0020,LOC002,2026-01,259
ITM0020,LOC002,2026-02,184
ITM0020,LOC002,2026-03,465
ITM0020,LOC002,2026-04,374
ITM0020,LOC002,2026-05,0
ITM0020,LOC002,2026-06,89
ITM0020,LOC002,2026-07,262
ITM0020,LOC002,2026-08,241
ITM0020,LOC002,2026-09,318
ITM0020,LOC002,2026-10,149
ITM0020,LOC002,2026-11,417
ITM0020,LOC002,2026-12,367
ITM0020,LOC011,2026-01,433
ITM0020,LOC011,2026-02,197
ITM0020,LOC011,2026-03,285
ITM0020,LOC011,2026-04,307
ITM0020,LOC011,2026-05,128
ITM0020,LOC011,2026-06,0
ITM0020,LOC011,2026-07,353
ITM0020,LOC011,2026-08,234
ITM0020,LOC011,2026-09,398
ITM0020,LOC011,2026-10,393
ITM0020,LOC011,2026-11,275
ITM0020,LOC011,2026-12,453
ITM0020,LOC015,2026-01,111
ITM0020,LOC015,2026-02,360
ITM0020,LOC015,2026-03,401
ITM0020,LOC015,2026-04,246
ITM0020,LOC015,2026-05,296
ITM0020,LOC015,2026-06,115
ITM0020,LOC015,2026-07,424
ITM0020,LOC015,2026-08,459
ITM0020,LOC015,2026-09,258
ITM0020,LOC015,2026-10,447
ITM0020,LOC015,2026-11,121
ITM0020,LOC015,2026-12,302
ITM0020,LOC008,2026-01,504
ITM0020,LOC008,2026-02,130
ITM0020,LOC008,2026-03,328
ITM0020,LOC008,2026-04,309
ITM0020,LOC008,2026-05,530
ITM0020,LOC008,2026-06,392
ITM0020,LOC008,2026-07,235
ITM0020,LOC008,2026-08,146
ITM0020,LOC008,2026-09,220
ITM0020,LOC008,2026-10,366
ITM0020,LOC008,2026-11,55
ITM0020,LOC008,2026-12,122
ITM0021,LOC016,2026-01,132
ITM0021,LOC016,2026-02,367
ITM0021,LOC016,2026-03,431
ITM0021,LOC016,2026-04,469
ITM0021,LOC016,2026-05,187
ITM0021,LOC016,2026-06,430
ITM0021,LOC016,2026-07,214
ITM0021,LOC016,2026-08,209
ITM0021,LOC016,2026-09,141
ITM0021,LOC016,2026-10,438
ITM0021,LOC016,2026-11,497
ITM0021,LOC016,2026-12,228
ITM0021,LOC002,2026-01,208
ITM0021,LOC002,2026-02,259
ITM0021,LOC002,2026-03,600
ITM0021,LOC002,2026-04,420
ITM0021,LOC002,2026-05,234
ITM0021,LOC002,2026-06,84
ITM0021,LOC002,2026-07,219
ITM0021,LOC002,2026-08,442
ITM0021,LOC002,2026-09,524
ITM0021,LOC002,2026-10,268
ITM0021,LOC002,2026-11,217
ITM0021,LOC002,2026-12,238
ITM0021,LOC011,2026-01,73
ITM0021,LOC011,2026-02,408
ITM0021,LOC011,2026-03,169
ITM0021,LOC011,2026-04,427
ITM0021,LOC011,2026-05,95
ITM0021,LOC011,2026-06,147
ITM0021,LOC011,2026-07,334
ITM0021,LOC011,2026-08,208
ITM0021,LOC011,2026-09,393
ITM0021,LOC011,2026-10,300
ITM0021,LOC011,2026-11,159
ITM0021,LOC011,2026-12,374
ITM0021,LOC006,2026-01,401
ITM0021,LOC006,2026-02,70
ITM0021,LOC006,2026-03,519
ITM0021,LOC006,2026-04,359
ITM0021,LOC006,2026-05,391
ITM0021,LOC006,2026-06,76
ITM0021,LOC006,2026-07,213
ITM0021,LOC006,2026-08,258
ITM0021,LOC006,2026-09,429
ITM0021,LOC006,2026-10,124
ITM0021,LOC006,2026-11,193
ITM0021,LOC006,2026-12,56
ITM0021,LOC010,2026-01,271
ITM0021,LOC010,2026-02,341
ITM0021,LOC010,2026-03,97
ITM0021,LOC010,2026-04,229
ITM0021,LOC010,2026-05,361
ITM0021,LOC010,2026-06,490
ITM0021,LOC010,2026-07,379
ITM0021,LOC010,2026-08,263
ITM0021,LOC010,2026-09,158
ITM0021,LOC010,2026-10,187
ITM0021,LOC010,2026-11,220
ITM0021,LOC010,2026-12,317
ITM0021,LOC012,2026-01,294
ITM0021,LOC012,2026-02,500
ITM0021,LOC012,2026-03,334
ITM0021,LOC012,2026-04,171
ITM0021,LOC012,2026-05,485
ITM0021,LOC012,2026-06,413
ITM0021,LOC012,2026-07,312
ITM0021,LOC012,2026-08,213
ITM0021,LOC012,2026-09,75
ITM0021,LOC012,2026-10,177
ITM0021,LOC012,2026-11,409
ITM0021,LOC012,2026-12,203
ITM0022,LOC016,2026-01,481
ITM0022,LOC016,2026-02,418
ITM0022,LOC016,2026-03,261
ITM0022,LOC016,2026-04,452
ITM0022,LOC016,2026-05,168
ITM0022,LOC016,2026-06,461
ITM0022,LOC016,2026-07,356
ITM0022,LOC016,2026-08,229
ITM0022,LOC016,2026-09,423
ITM0022,LOC016,2026-10,234
ITM0022,LOC016,2026-11,377
ITM0022,LOC016,2026-12,213
ITM0022,LOC017,2026-01,251
ITM0022,LOC017,2026-02,311
ITM0022,LOC017,2026-03,288
ITM0022,LOC017,2026-04,327
ITM0022,LOC017,2026-05,268
ITM0022,LOC017,2026-06,461
ITM0022,LOC017,2026-07,367
ITM0022,LOC017,2026-08,345
ITM0022,LOC017,2026-09,406
ITM0022,LOC017,2026-10,187
ITM0022,LOC017,2026-11,228
ITM0022,LOC017,2026-12,256
ITM0022,LOC007,2026-01,386
ITM0022,LOC007,2026-02,256
ITM0022,LOC007,2026-03,407
ITM0022,LOC007,2026-04,374
ITM0022,LOC007,2026-05,162
ITM0022,LOC007,2026-06,209
ITM0022,LOC007,2026-07,457
ITM0022,LOC007,2026-08,469
ITM0022,LOC007,2026-09,94
ITM0022,LOC007,2026-10,629
ITM0022,LOC007,2026-11,279
ITM0022,LOC007,2026-12,319
ITM0022,LOC004,2026-01,412
ITM0022,LOC004,2026-02,325
ITM0022,LOC004,2026-03,261
ITM0022,LOC004,2026-04,166
ITM0022,LOC004,2026-05,443
